,Job Title,Company,Location,Salary,Search Term
75,Postdoctoral Researcher: Mineralogy and Petrology of Planeta...,"
        Universities Space Research Association","Houston, TX 77058 <span style=""font-size: smaller"">(Pasadena area)</span>",NaN,Houston
76,Quality Assurance Specialist - Transfusion,"
        MD Anderson Cancer Center","Houston, TX",NaN,Houston
77,Senior Analytical Chemist,"
    QuVa Pharma Inc","Sugar Land, TX",NaN,Houston
78,Research <b>Scientist</b> - Clinical Cancer Prevention Research,"
        MD Anderson Cancer Center","Houston, TX",NaN,Houston
79,Air Monitoring Specialist -PM 2.5,"
        Alion Science and Technology","Houston, TX",NaN,Houston
80,<b>Data</b> <b>Scientist</b> / Software Developer – Oil and Gas,"
        Tessella","Houston, TX 77042 <span style=""font-size: smaller"">(West Houston area)</span>",NaN,Houston
81,Orbital Debris <b>Scientist</b>,"
        Jacobs","Houston, TX",NaN,Houston
82,"Medical Science Liaison (MSL), Hematology - Myeloid","
        Celgene Corporation","Houston, TX 77002 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Houston
83,Property Accounting / Management Specialist,"
        BOEING","Houston, TX",NaN,Houston
84,"Medical Science Liaison (MSL), Hematology","
        Celgene","Houston, TX",NaN,Houston
85,Quality Assurance Specialist - Blood Bank,"
    MD Anderson Cancer Center","Houston, TX",NaN,Houston
86,Postdoctoral Associate,"
        Baylor College of Medicine","Houston, TX",NaN,Houston
87,R&amp;T <b>Scientist</b> III,"
        Lonza","Houston, TX",NaN,Houston
88,UI/ UX Developer,"
    BRESA","Houston, TX",NaN,Houston
89,Water Engineer Intern,"
        Arcadis:US","Houston, TX",NaN,Houston
90,"Integrated Human Performance Lead (Houston, TX)","
        KBRWyle","Houston, TX",NaN,Houston
91,Water Engineer Intern,"
        Arcadis:US","Houston, TX",NaN,Houston
92,Postdoctoral Fellow,"
        Houston Methodist Research Institute","Houston, TX 77030 <span style=""font-size: smaller"">(Medical area)</span>",NaN,Houston
93,Project Specialist,"
        Houston Methodist","Houston, TX 77030 <span style=""font-size: smaller"">(Medical area)</span>",NaN,Houston
94,"<b>Data</b> <b>Scientist</b>, Revenue Management","
        SYSCO","Houston, TX",NaN,Houston
95,"Director, ETL Lead/Developer – Hadoop Ecosystem","
        Valic","Houston, TX",NaN,Houston
96,Science Consultant,"
        alliantgroup","Houston, TX",NaN,Houston
97,"Director, ETL Lead/Developer – Hadoop Ecosystem","
        AIG","Houston, TX",NaN,Houston
98,Account Manager,"
        Nokia","Houston, TX",NaN,Houston
99,Science Consultant,"
        alliantgroup","Houston, TX",NaN,Houston
100,R&amp;D <b>Scientist</b>/ Lab Technician,"
        AFGlobal Corporation","Houston, TX",NaN,Houston
101,Clinical Research Financial Analyst,"
        UT Health Science Center at Houston","Houston, TX",NaN,Houston
102,Procurement Specialist,"
        VWR","Houston, TX",NaN,Houston
103,Engineering Consultant,"
        alliantgroup","Houston, TX",NaN,Houston
104,Medical Technologist - West Tower (3p - 11:30p),"
        Texas Children's Hospital","Houston, TX",NaN,Houston
105,P&amp;C Predictive Modeling Actuarial Associate (PR9850),"
    Pryor Personnel Agency, Inc.","Houston, TX",NaN,Houston
106,Associate Professor,"
        Baylor College of Medicine","Houston, TX",NaN,Houston
107,Java Programmer,"
        alliantgroup","Houston, TX",NaN,Houston
108,"Principal, Education | Science | Tech","
        HDR","Houston, TX",NaN,Houston
109,Economics Consultant,"
        alliantgroup","Houston, TX",NaN,Houston
110,Research Associate I in Molecular Cardiology,"
        Texas Heart Institute","Houston, TX",NaN,Houston
111,Quality Control Attorney,"
        alliantgroup","Houston, TX",NaN,Houston
112,Quant Analyst Intern - Power,"
    EDF Trading North America LLC","Houston, TX",NaN,Houston
113,Medical Technologist - West Tower (3p - 11:30p),"
        Texas Children's Hospital","Houston, TX",NaN,Houston
114,Market Research Analyst,"
        Beazer Homes","Houston, TX",NaN,Houston
115,Staff <b>Scientist</b>,"
    Legacy MedSearch","Houston, TX",NaN,Houston
116,Research Associate I in Cardiomyocyte Renewal Lab,"
        Texas Heart Institute","Houston, TX",NaN,Houston
117,Research Associate I in Cardiomyocyte Renewal Lab,"
        Texas Heart Institute","Houston, TX",NaN,Houston
118,Solids Control Technician,"
    Stage 3 Separation","Houston, TX 77007 <span style=""font-size: smaller"">(Rice Military area)</span>",NaN,Houston
119,Senior Exercise <b>Scientist</b>,"
        MEI Technologies","Houston, TX",NaN,Houston
120,Legal Consultant,"
        alliantgroup","Houston, TX",NaN,Houston
121,"Analyst - Operations Performance, Energy Insights","
        McKinsey &amp; Company","Houston, TX",NaN,Houston
122,Assistant/Associate Professor or Professor - Neurology (Rese...,"
        UT Health Science Center at Houston","Houston, TX",NaN,Houston
123,Quant Analyst Intern - Power,"
    EDF Trading North America LLC","Houston, TX",NaN,Houston
124,Market Research Analyst,"
        Beazer Homes","Houston, TX",NaN,Houston
125,<b>Data</b> <b>Scientist</b>,"
        Schlumberger","Houston, TX",NaN,Houston
126,Staff <b>Scientist</b>,"
    Legacy MedSearch","Houston, TX",NaN,Houston
127,Technical Supervisor - Laboratory - West Campus (8a - 5p),"
        Texas Children's Hospital","Houston, TX",NaN,Houston
128,Basketball Operations Analyst,"
        Houston Rockets","Houston, TX 77046 <span style=""font-size: smaller"">(Montrose area)</span>",NaN,Houston
129,Exam Admin,"
        Reed Elsevier","Houston, TX",NaN,Houston
130,Chief Technology Officer - Water Business Line Job,"
        Bechtel","Houston, TX",NaN,Houston
131,Exam Admin,"
        Elsevier","Houston, TX",NaN,Houston
132,"<b>Data</b> <b>Scientist</b> Internship, Energy Markets Division - Commodi...","
        Macquarie Group Limited","Houston, TX",NaN,Houston
133,<b>Data</b> <b>Scientist</b> – Machine Learning,"
    I.T. Staffing","Houston, TX 77042 <span style=""font-size: smaller"">(West Houston area)</span>",NaN,Houston
134,<b>Data</b> <b>Scientist</b>,"
    PREDICTif Solutions","Houston, TX 77024 <span style=""font-size: smaller"">(Greater Memorial area)</span>",NaN,Houston
135,Product Manager,"
    Astron International, Inc","Houston, TX 77001",NaN,Houston
136,Lab Technician Specialist (327863),"
        Aramco Services Company","Houston, TX 77084",NaN,Houston
137,Supplemental MEG (Magnetoencepholography)/EEG (Electroenceph...,"
        Memorial Hermann","Houston, TX",NaN,Houston
138,Coordinator Clinical Studies - Investigational Cancer Therap...,"
        MD Anderson Cancer Center","Houston, TX",NaN,Houston
139,Medical Technology Coordinator,"
        Houston Methodist","Houston, TX 77070",NaN,Houston
140,Medical Technologist - Medical Center- Pavilion for Women (M...,"
        Kinetix","Houston, TX",NaN,Houston
141,Senior <b>Data</b> <b>Scientist</b>,"
        General Electric","Houston, TX 77002 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Houston
142,Environmental Specialist,"
    Odfjell","Houston, TX",NaN,Houston
143,Senior <b>Data</b> <b>Scientist</b>,"
        Waste Management","Houston, TX",NaN,Houston
144,<b>Data</b> Visualization Research Specialist,"
    Northeastern University - Network Science Institut...","Boston, MA","$50,000 a year",Boston
145,<b>Data</b> <b>Scientist</b>,"
        Darwin Recruitment","Boston, MA","$100,000 - $140,000 a year",Boston
146,Senior <b>Data</b> <b>Scientist</b>,"
    Metromile","Boston, MA",NaN,Boston
147,Machine Learning Engineer,"
    Flock: Accelerating Women In Tech","Boston, MA",NaN,Boston
148,Associate,"
        Exponent","Natick, MA 01760",NaN,Boston
149,<b>Data</b> <b>Scientist</b>/Analyst,"
        Autodesk","Boston, MA 02111 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
150,Technical <b>Data</b> Analyst,"
    Sharp Action LLC","Somerville, MA","$60,000 - $85,000 a year",Boston
151,Senior <b>Data</b> <b>Scientist</b> / Analyst,"
    Boston Technology Corporation","Boston, MA",NaN,Boston
152,Provider <b>Data</b> Analyst (R00511),"
        Blue Cross Blue Shield of Massachusetts","Boston, MA",NaN,Boston
153,Ultimate Hoops Statistician,"
        Life Time Fitness","Boston, MA",NaN,Boston
154,"Research <b>Scientist</b>, Machine Learning","
    Luminoso Technologies, Inc.","Cambridge, MA",NaN,Boston
155,Machine Learning Research <b>Scientist</b>,"
        ARM","Boston, MA",NaN,Boston
156,Sr. <b>Data</b> Analyst/<b>Data</b> <b>Scientist</b>,"
        Rue La La","Boston, MA 02210 <span style=""font-size: smaller"">(South Boston area)</span>",NaN,Boston
157,Research Associate - <b>Data</b> Analysis,"
        Harvard University","Boston, MA",NaN,Boston
158,Technical Writer (DataScience),"
    JetBrains","Boston, MA",NaN,Boston
159,"STATISTICAL <b>DATA</b> ANALYST, Preventive Medicine &amp; Epidemiology","
        Boston University","Boston, MA",NaN,Boston
160,"<b>Data</b> Analyst, Senior","
        Massachusetts General Hospital(MGH)","Boston, MA",NaN,Boston
161,<b>Data</b> Engineer / <b>Data</b> <b>Scientist</b>,"
    GNS Healthcare","Cambridge, MA 02139 <span style=""font-size: smaller"">(Area IV area)</span>",NaN,Boston
162,"<b>Data</b> Analyst, Senior","
        Massachusetts General Hospital(MGH)","Boston, MA",NaN,Boston
163,Statistical Analyst/Programmer,"
        Harvard University","Boston, MA",NaN,Boston
164,<b>Data</b> Engineer / <b>Data</b> <b>Scientist</b>,"
    GNS Healthcare","Cambridge, MA 02139 <span style=""font-size: smaller"">(Area IV area)</span>",NaN,Boston
165,"Submarine Cable Planner, <b>Data</b> Manager – Boston, MA","
        Tetra Tech","Boston, MA 02110 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
166,"Research Analyst, Prospect ID and Analytics, Development Res...","
        Dana-Farber Cancer Institute","Brookline, MA",NaN,Boston
167,Sr. <b>Data</b> <b>Scientist</b>,"
        Biogen","Cambridge, MA",NaN,Boston
168,"Senior Analyst, Advanced Analytics","
        Liberty Mutual","Boston, MA","$73,300 - $114,900 a year",Boston
169,Senior <b>Data</b> Engineer,"
        Zipcar","Boston, MA 02210 <span style=""font-size: smaller"">(South Boston area)</span>",NaN,Boston
170,Research <b>Scientist</b> (Machine Learning),"
        NVIDIA","Westford, MA 01886",NaN,Boston
171,Sr <b>Data</b> <b>Scientist</b>,"
        Aetna","Wellesley, MA",NaN,Boston
172,Senior <b>Data</b> Engineer,"
        Zipcar","Boston, MA 02210 <span style=""font-size: smaller"">(South Boston area)</span>",NaN,Boston
173,Senior <b>Data</b> Engineer,"
    Drizly","Boston, MA",NaN,Boston
174,"Specialist, Analytical <b>Data</b> Management","
    Ironwood Pharmaceuticals, Inc.","Cambridge, MA 02142 <span style=""font-size: smaller"">(East Cambridge area)</span>",NaN,Boston
175,<b>Data</b> Engineer,"
        Acquia","Boston, MA",NaN,Boston
176,"Software Engineer, Machine Learning","
        Facebook","Boston, MA",NaN,Boston
177,Machine Learning Engineer,"
        Darwin Recruitment","Boston, MA","$150,000 - $200,000 a year",Boston
178,Quant Research Analyst II,"
        State Street","Boston, MA",NaN,Boston
179,Machine Learning Engineer,"
    Spyglass Partners, LLC","Boston, MA 02111 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
180,Staff <b>Scientist</b> II – Machine Learning &amp; Multimedia,"
        Raytheon","Cambridge, MA",NaN,Boston
181,C/C++ SW/Algorithm Engineer - IoT/Machine Learning/Point Clo...,"
    Cornerstone IT LLC","Canton, MA",NaN,Boston
182,"<b>Scientist</b>, Senior","
        Siemens","Norwood, MA",NaN,Boston
183,<b>Data</b> Science Evangelist,"
    DataRobot","Boston, MA 02109 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
184,<b>Data</b> Science Solution Architect,"
    Cazena","Waltham, MA",NaN,Boston
185,Lead <b>Data</b> <b>Scientist</b>,"
        Aetna","Wellesley, MA",NaN,Boston
186,Statistical Programmer,"
        Planet Pharma","Boston, MA",NaN,Boston
187,<b>Data</b> <b>Scientist</b> / Quantitative Analyst,"
        S&amp;P GLOBAL MARKET INTELLIGENCE","Boston, MA 02212 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
188,Associate/Engineer,"
        Exponent","Natick, MA 01760",NaN,Boston
189,"Analyst/Senior Analyst, Advanced Analytics","
        Liberty Mutual","Boston, MA","$73,300 - $114,900 a year",Boston
190,<b>Data</b> Analytics Instructor,"
    Level Education from Northeastern University","Boston, MA",NaN,Boston
191,Analytics Engineer (Boston),"
    QuantumBlack","Boston, MA",NaN,Boston
192,Research <b>Scientist</b>,"
        Smiths Detection","Andover, MA 01810",NaN,Boston
193,Computational Biologist,"
    Constellation Pharmaceuticals","Cambridge, MA",NaN,Boston
194,Principal <b>Data</b> <b>Scientist</b>,"
        Aspen Technology","Bedford, MA 01730",NaN,Boston
195,Machine Learning Engineer,"
        Skinner and Associates","Boston, MA",NaN,Boston
196,<b>Data</b> Science and Visualization Intern,"
        Philips Lighting","Cambridge, MA",NaN,Boston
197,<b>Data</b> Analyst / Senior Healthcare <b>Data</b> Analyst,"
    OM1","Cambridge, MA",NaN,Boston
198,Bioinformatics Analyst,"
    Good Start Genetics, Inc.","Cambridge, MA 02139 <span style=""font-size: smaller"">(Area IV area)</span>",NaN,Boston
199,Senior Research Investigator I,"
        Bristol-Myers Squibb","Waltham, MA",NaN,Boston
200,Imaging <b>Data</b> Curator,"
        Harvard University","Boston, MA",NaN,Boston
201,<b>Data</b> <b>Scientist</b> / Engineer,"
    Evergage","Somerville, MA",NaN,Boston
202,Computational Biologist,"
        Broad Institute","Boston, MA",NaN,Boston
203,Statistical Programmer (SAS programmer),"
    MetaOption, LLC","Cambridge, MA",NaN,Boston
204,<b>Scientist</b>,"
        Facebook","Boston, MA",NaN,Boston
205,Research Analyst,"
        Boston University","Boston, MA",NaN,Boston
206,Machine Learning Engineer,"
    Burst Inc.","Boston, MA 02110 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
207,RESEARCH <b>SCIENTIST</b> / 40 / DAY / BWH - NEUROLOGY,"
        Brigham &amp; Women's Hospital(BWH)","Boston, MA",NaN,Boston
208,Lumada Machine Learning-AI - Product Owner,"
        Hitachi <b>Data</b> Systems","Waltham, MA",NaN,Boston
209,<b>Scientist</b>,"
        Facebook","Boston, MA",NaN,Boston
210,Machine Learning Engineer,"
    Burst Inc.","Boston, MA 02110 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
211,Research <b>Scientist</b> I,"
        Harvard Pilgrim Health Care","Boston, MA",NaN,Boston
212,Sr. Quantitative Analyst,"
        Huxley Associates","Boston, MA","$200,000 a year",Boston
213,Senior Statistical Programmer,"
    Alnylam","Cambridge, MA",NaN,Boston
214,Sr. <b>Data</b> <b>Scientist</b> - Machine Learning,"
        eviCore healthcare","Boston, MA",NaN,Boston
215,Quantitative Analyst Intern,"
        CITIZENS BANK","Boston, MA",NaN,Boston
216,RESEARCH <b>SCIENTIST</b> / 40 / DAY / BWH - NEUROLOGY,"
        Brigham &amp; Women's Hospital(BWH)","Boston, MA",NaN,Boston
217,Lumada Machine Learning-AI - Product Owner,"
        Hitachi <b>Data</b> Systems","Waltham, MA",NaN,Boston
218,Research <b>Scientist</b>,"
    Abzena","Cambridge, MA",NaN,Boston
219,Machine Learning Engineer,"
        Jobspring Partners","Boston, MA 02116 <span style=""font-size: smaller"">(South End area)</span>","$130,000 - $165,000 a year",Boston
220,<b>Scientist</b> Senior,"
        Genzyme","Framingham, MA 01702",NaN,Boston
221,Support Engineer- Life Sciences <b>Data</b> <b>Scientist</b>,"
        PerkinElmer","Waltham, MA 02451",NaN,Boston
222,<b>Data</b> Science Engineer,"
        Harvard University","Boston, MA",NaN,Boston
223,Sr. <b>Data</b> <b>Scientist</b>,"
        Raytheon","Tewksbury, MA 01876",NaN,Boston
224,Statistical <b>Scientist</b>,"
    OM1","Cambridge, MA",NaN,Boston
225,Research <b>Scientist</b> I,"
        Harvard Pilgrim Health Care","Boston, MA",NaN,Boston
226,Director of Business Intelligence and Analytics,"
        Zipcar","Boston, MA 02210 <span style=""font-size: smaller"">(South Boston area)</span>",NaN,Boston
227,"Associate Statistician – Modeling &amp; Simulation – Waltham, MA","
        Evidera","Boston, MA",NaN,Boston
228,Quantitative <b>Data</b> Analyst (Cogo Labs),"
    Cogo Labs","Cambridge, MA",NaN,Boston
229,"Postdoc in machine learning, medical imaging, image processi...","
    Boston Children's Hospital; Harvard Medical School","Boston, MA",NaN,Boston
230,Robotics Research <b>Scientist</b> in Intelligent Manipulation,"
        Schlumberger","Cambridge, MA",NaN,Boston
231,Senior Statistical Programmer,"
    Alnylam","Cambridge, MA",NaN,Boston
232,Lead <b>Data</b> <b>Scientist</b> - Healthcare,"
        Aetna","Wellesley, MA",NaN,Boston
233,"Senior <b>Scientist</b>, Statistical Genetics Job","
        Merck","Boston, MA",NaN,Boston
234,Cyber <b>Data</b> Analytics Engineer,"
        MIT Lincoln Laboratory","Lexington, MA",NaN,Boston
235,"eXtellia: Senior <b>Scientist</b>, AutoImmunity","
    Intellia Therapeutics, Inc","Cambridge, MA",NaN,Boston
236,<b>Scientist</b> - Parkinson's Disease &amp; ALS,"
        Amgen","Cambridge, MA 02142 <span style=""font-size: smaller"">(East Cambridge area)</span>",NaN,Boston
237,Research Analyst,"
        MIT","Cambridge, MA",NaN,Boston
238,Bioprocess Research <b>Scientist</b>,"
    Flagship Pioneering","Cambridge, MA 02139 <span style=""font-size: smaller"">(Area IV area)</span>",NaN,Boston
239,<b>Scientist</b>-I,"
    Fortira Inc","Cambridge, MA",NaN,Boston
240,Intern - <b>Data</b> Science Clinical &amp; Statistical Programming,"
    Sage Therapeutics","Cambridge, MA",NaN,Boston
241,Machine Learning Algorithm Developer Engineer,"
    ThisWay","Boston, MA",NaN,Boston
242,Principal <b>Data</b> <b>Scientist</b>,"
        TripAdvisor","Needham, MA",NaN,Boston
243,Computational Biologist II - Kidney Disease Initiative,"
        Broad Institute","Boston, MA",NaN,Boston
244,Intern - <b>Data</b> Science Clinical &amp; Statistical Programming,"
    Sage Therapeutics","Cambridge, MA",NaN,Boston
245,Senior <b>Data</b> Engineer,"
        athenahealth, Inc.","Watertown, MA",NaN,Boston
246,<b>Data</b> Science Marketing Manager,"
    DataRobot","Boston, MA 02109 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
247,"Scientific Director, Oncology/ RNA Diagnostics","
    TEC Group International","Cambridge, MA","$150,000 - $200,000 a year",Boston
248,Research Assistant I,"
        Beth Israel Deaconess Medical Center","Boston, MA",NaN,Boston
249,Masters Level Statistician - Biostatistics Center,"
        Massachusetts General Hospital(MGH)","Boston, MA",NaN,Boston
250,Research Analyst,"
        MIT","Cambridge, MA",NaN,Boston
251,<b>Scientist</b>/Senior <b>Scientist</b>- Pharmacology,"
    Constellation Pharmaceuticals","Cambridge, MA",NaN,Boston
252,Laboratory Team Lead,"
        VWR","Cambridge, MA",NaN,Boston
253,Quantitative Research Analyst,"
        Invesco","Boston, MA 02111 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
254,Machine Learning <b>Scientist</b>,"
        Amazon Corporate LLC","Cambridge, MA",NaN,Boston
255,Machine Learning Engineer,"
        Spotify","Boston, MA",NaN,Boston
256,Machine Learning Performance Intern,"
        The MathWorks","Natick, MA",NaN,Boston
257,Senior Machine Learning Engineer,"
        Darwin Recruitment","Boston, MA","$150,000 - $200,000 a year",Boston
258,Research and Technical Analyst,"
        MIT","Cambridge, MA",NaN,Boston
259,Quantitative Product Analyst,"
    EverQuote","Cambridge, MA",NaN,Boston
260,Research Coordinator - Quantitative/Statistical skills neede...,"
        Massachusetts General Hospital(MGH)","Boston, MA",NaN,Boston
261,"<b>Scientist</b>, Cancer Cell Dependencies, Oncology Research Thera...","
        Sanofi","Cambridge, MA",NaN,Boston
262,Senior Computational <b>Scientist</b> (DEEP LEARNING),"
    Wuxi NextCODE","Cambridge, MA",NaN,Boston
263,<b>Scientist</b>/Senior <b>Scientist</b>- Pharmacology,"
    Constellation Pharmaceuticals","Cambridge, MA",NaN,Boston
264,Watson Health - Research Analyst II - Truven,"
        IBM","Cambridge, MA 02142 <span style=""font-size: smaller"">(East Cambridge area)</span>",NaN,Boston
265,Research Assistant I,"
        Beth Israel Deaconess Medical Center","Boston, MA",NaN,Boston
266,"Scientific Director, Oncology/ RNA Diagnostics","
    TEC Group International","Cambridge, MA","$150,000 - $200,000 a year",Boston
267,Research Analyst,"
        Partners HealthCare(PHS)","Boston, MA",NaN,Boston
268,<b>Data</b> Science Marketing Manager,"
    DataRobot","Boston, MA 02109 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
269,Quantitative Senior Analyst,"
        CITIZENS BANK","Boston, MA",NaN,Boston
270,Applications <b>Scientist</b>,"
    Foundation Medicine, Inc.","Cambridge, MA",NaN,Boston
271,Senior Statistical Programmer - Contract,"
    Alnylam","Cambridge, MA",NaN,Boston
272,Principal <b>Data</b> <b>Scientist</b>,"
        TripAdvisor","Needham, MA",NaN,Boston
273,"Sr. Manager, <b>Data</b> <b>Scientist</b>, REQ 1048390","
        Pfizer Inc.","Cambridge, MA",NaN,Boston
274,Senior <b>scientist</b> - Cellular &amp; Molecular Toxicology,"
        Amgen","Cambridge, MA 02142 <span style=""font-size: smaller"">(East Cambridge area)</span>",NaN,Boston
275,"Quantitative Analyst, Assistant Vice President","
        State Street","Boston, MA",NaN,Boston
276,Computational Biologist,"
        Takeda Pharmaceuticals","Cambridge, MA 02139 <span style=""font-size: smaller"">(Area IV area)</span>",NaN,Boston
277,Machine Learning <b>Scientist</b>,"
        Amazon Corporate LLC","Cambridge, MA",NaN,Boston
278,Senior Machine Learning Engineer,"
        Darwin Recruitment","Boston, MA","$150,000 - $200,000 a year",Boston
279,Senior <b>Scientist</b> II,"
        Takeda Pharmaceuticals","Cambridge, MA 02139 <span style=""font-size: smaller"">(Area IV area)</span>",NaN,Boston
280,"<b>Scientist</b> I/II, Automation, Analytical Development","
        Biogen","Cambridge, MA",NaN,Boston
281,Machine Learning Performance Intern,"
        The MathWorks","Natick, MA",NaN,Boston
282,Statistical Programmer,"
    Katalyst Healthcares &amp; Life Sciences","Boston, MA",NaN,Boston
283,Computational Biologist,"
    Fulcrum Therapeutics","Cambridge, MA",NaN,Boston
284,Research Fellow,"
        Dana-Farber Cancer Institute","Boston, MA",NaN,Boston
285,"Principal Statistical Analyst, Bioinformatics","
    NIBR","Cambridge, MA",NaN,Boston
286,"Senior Research Support Associate, BioMicro Center","
        MIT","Cambridge, MA",NaN,Boston
287,<b>Data</b> Engineer,"
        Biogen","Cambridge, MA",NaN,Boston
288,"<b>Scientist</b>, Bioprocess Analytics","
        Genzyme","Framingham, MA 01702",NaN,Boston
289,"Senior Manager, <b>Data</b> Acquisition Strategy - Competitive Inte...","
        Wayfair","Boston, MA 02116 <span style=""font-size: smaller"">(South End area)</span>",NaN,Boston
290,Sr. <b>Data</b> Architect,"
    All-In Analytics","Boston, MA","$180,000 - $200,000 a year",Boston
291,"<b>Scientist</b> I Analytical Protein Chemistry, Research","
    Bioverativ Therapeutics Inc","Waltham, MA",NaN,Boston
292,Jr. Quantitative Analyst - Solutions Research,"
        Invesco","Boston, MA 02111 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
293,Computational Biologist,"
        Takeda Pharmaceuticals","Cambridge, MA 02139 <span style=""font-size: smaller"">(Area IV area)</span>",NaN,Boston
294,Quantitative Analyst - Cambridge or Montreal,"
        Hopper","Cambridge, MA",NaN,Boston
295,"<b>Scientist</b> I/II, Automation, Analytical Development","
        Biogen","Cambridge, MA",NaN,Boston
296,PhD level Oncology Translational Research <b>Scientist</b>,"
    NIBR","Cambridge, MA",NaN,Boston
297,"Associate Director/Director, Regenerative Medicine - Muscle","
    CRISPR THERAPEUTICS","Cambridge, MA",NaN,Boston
298,Senior Bioassays <b>Scientist</b>,"
    Abzena","Cambridge, MA",NaN,Boston
299,"<b>Scientist</b>, Bioprocess Analytics","
        Genzyme","Framingham, MA 01702",NaN,Boston
300,Research Associate I - Drug Discovery,"
        Broad Institute","Boston, MA",NaN,Boston
301,Application <b>Scientist</b>,"
    Wuxi NextCODE","Cambridge, MA",NaN,Boston
302,Research Analyst,"
        Guidepoint Global","Boston, MA",NaN,Boston
303,Research <b>Scientist</b>,"
        MIT","Cambridge, MA",NaN,Boston
304,Research Analyst,"
    Life Science Nation","Boston, MA",NaN,Boston
305,"<b>Scientist</b>, Cyber Security Modeling","
        AIR Worldwide","Boston, MA 02116 <span style=""font-size: smaller"">(South End area)</span>",NaN,Boston
306,Associate <b>Scientist</b> - Pharmacokinetics &amp; Drug Metabolism,"
        Amgen","Cambridge, MA 02142 <span style=""font-size: smaller"">(East Cambridge area)</span>",NaN,Boston
307,Statistical Programmer,"
    Ironwood Pharmaceuticals, Inc.","Cambridge, MA 02142 <span style=""font-size: smaller"">(East Cambridge area)</span>",NaN,Boston
308,Research Assistant,"
        Harvard University","Boston, MA",NaN,Boston
309,Chemical Engineer,"
        Exponent","Natick, MA 01760",NaN,Boston
310,<b>Scientist</b> Molecular &amp; Cellular Toxicology,"
        Amgen","Cambridge, MA 02142 <span style=""font-size: smaller"">(East Cambridge area)</span>",NaN,Boston
311,<b>Data</b> Engineer - Pharmaceutical and Medical Products,"
        McKinsey &amp; Company","Waltham, MA",NaN,Boston
312,Research Analyst,"
    Asset Recovery Advisors, Inc.","Newton, MA","$30,000 - $35,000 a year",Boston
313,"Senior Research Support Associate, BioMicro Center","
        MIT","Cambridge, MA",NaN,Boston
314,<b>Data</b> Expert - Advanced Analytics,"
        McKinsey &amp; Company","Boston, MA",NaN,Boston
315,UAS <b>Scientist</b>/Engineer,"
    Physical Sciences Inc.","Boston, MA",NaN,Boston
316,Research Analyst III,"
        Commonwealth of Massachusetts","Boston, MA","$55,017 - $78,763 a year",Boston
317,"<b>Scientist</b> I, Genetic and Genomic Technology","
        Biogen","Cambridge, MA",NaN,Boston
318,"<b>Scientist</b>, Structural Biology/ Biochemistry","
    FogPharma","Cambridge, MA",NaN,Boston
319,Lead <b>Data</b> <b>Scientist</b>,"
    NATIONAL GRID CO USA (NE POWER)","Waltham, MA",NaN,Boston
320,Research <b>Scientist</b>,"
    AIR Worldwide Corporation","Boston, MA 02116 <span style=""font-size: smaller"">(South End area)</span>",NaN,Boston
321,Application <b>Scientist</b>,"
    Wuxi NextCODE","Cambridge, MA",NaN,Boston
322,Research Analyst II,"
    Truven Health Analytics, Inc. &amp; Simpler Consulting","Cambridge, MA",NaN,Boston
323,Senior Bioassays <b>Scientist</b>,"
    Abzena","Cambridge, MA",NaN,Boston
324,"<b>Scientist</b> I, Genetic and Genomic Technology","
        Biogen","Cambridge, MA",NaN,Boston
325,"Bioanalytical <b>Scientist</b> (AS II), 12 months FTC- Cambridge UK","
        MedImmune","Cambridge, MA",NaN,Boston
326,Bioinformatics Analyst III,"
        Dana-Farber Cancer Institute","Boston, MA",NaN,Boston
327,Quantitative Finance Analyst,"
    Altair Management Consultants","Boston, MA 02110 <span style=""font-size: smaller"">(Central area)</span>",NaN,Boston
328,Research Analyst - Automotive &amp; Assembly,"
        McKinsey &amp; Company","Waltham, MA",NaN,Boston
329,Sr. Business Analyst,"
        Partners HealthCare(PHS)","Boston, MA",NaN,Boston
330,<b>Data</b> Engineer - Pharmaceutical and Medical Products,"
        McKinsey &amp; Company","Waltham, MA",NaN,Boston
331,<b>Scientist</b> to Senior <b>Scientist</b>,"
    Cyteir Therapeutics, Inc.","Cambridge, MA",NaN,Boston
332,Automation Padawan (1 year paid internship),"
    Ginkgo Bioworks","Boston, MA",NaN,Boston
333,<b>Scientist</b> to Senior <b>Scientist</b>,"
    Cyteir Therapeutics, Inc.","Cambridge, MA",NaN,Boston
334,Principal <b>Data</b> <b>Scientist</b>,"
        Aetna","Wellesley, MA",NaN,Boston
335,Research Associate I - Drug Discovery,"
        Broad Institute","Boston, MA",NaN,Boston
