,Job Title,Company,Location,Salary,Search Term
4831,SUPPLY CHAIN TECHNICIAN LEAD,"        University of Washington Medical Center","Seattle, WA","$2,910 - $3,879 a month",Seattle
4832,"Team Manager, Ad Operations Production","        CDK Global","Seattle, WA",NaN,Seattle
4833,"Post-Doctoral Research Fellow, Immunotherapy Integrated Rese...","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4834,CONTACT CENTER REPRESENTATIVE 1,"        University of Washington","Seattle, WA","$3,077 - $4,113 a month",Seattle
4835,<b>DATA</b> MANAGER (TEMPORARY),"        University of Washington","Seattle, WA",NaN,Seattle
4836,"QC Associate II, Analytic Development","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4837,SUPPLY CHAIN TECHNICIAN LEAD,"        University of Washington","Seattle, WA","$2,910 - $3,879 a month",Seattle
4838,Software Engineer III,"        CDK Global","Seattle, WA",NaN,Seattle
4839,Process Development Associate <b>Scientist</b> / Senior Associate S...,"    Nohla Therapeutics","Seattle, WA",NaN,Seattle
4840,<b>Data</b> <b>Scientist</b> (NLP/ Machine Learning),"        Brillio","Redmond, WA",NaN,Seattle
4841,Process Development Associate <b>Scientist</b> / Senior Associate S...,"    Nohla Therapeutics","Seattle, WA",NaN,Seattle
4842,Project Accountant 2,"        HDR","Bellevue, WA 98004 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
4843,"Manager, User Experience","        CDK Global","Seattle, WA",NaN,Seattle
4844,CONTACT CENTER REPRESENTATIVE 1,"        University of Washington","Seattle, WA","$3,077 - $4,113 a month",Seattle
4845,<b>DATA</b> MANAGER (TEMPORARY),"        University of Washington","Seattle, WA",NaN,Seattle
4846,"Research Technician II-III, HIV Vaccine Trials Network","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4847,FDA / IDENTITY &amp; ACCESS ANALYST ASSISTANT,"        University of Washington","Seattle, WA","$3,077 - $4,113 a month",Seattle
4848,"Director, Molecular Biology &amp; Antibody Engineering","    Aptevo","Seattle, WA",NaN,Seattle
4849,Software Engineer II - DSP,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4850,Career Advisor,"    Metis","Seattle, WA",NaN,Seattle
4851,"Postdoctoral Research <b>Scientist</b>, Haptic Systems","    Oculus VR","Redmond, WA",NaN,Seattle
4852,Project Accountant 2,"        HDR","Bellevue, WA 98004 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
4853,Machine Learning Science Senior Research <b>Scientist</b>,"        Comtech LLC","Seattle, WA 98170 <span style=""font-size: smaller"">(First Hill area)</span>",NaN,Seattle
4854,Senior Business Manager,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4855,<b>Data</b> <b>Scientist</b>(Position5),"        Posh Technologies","Redmond, WA",NaN,Seattle
4856,Principal Applied <b>Scientist</b>,"        Microsoft","Bellevue, WA",NaN,Seattle
4857,Pixel Design Engineer,"    Oculus VR","Redmond, WA",NaN,Seattle
4858,Bioinformatician II,"        Benaroya Research Institute","Seattle, WA",NaN,Seattle
4859,"Manager/Sr. Manager, Diagnostics &amp; Biomarkers","        Seattle Genetics","Bothell, WA 98021",NaN,Seattle
4860,"Senior Software Engineer, Big <b>Data</b> Hadoop","        zulily","Seattle, WA 98121 <span style=""font-size: smaller"">(Belltown area)</span>",NaN,Seattle
4861,TECHNOLOGY PROGRAM MANAGER,"        University of Washington","Seattle, WA",NaN,Seattle
4862,Principal Applied <b>Scientist</b>,"        Microsoft","Bellevue, WA",NaN,Seattle
4863,Pixel Design Engineer,"    Oculus VR","Redmond, WA",NaN,Seattle
4864,Director O365 Relationship Marketing,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4865,"<b>Scientist</b> II, Diagnostic Product Development","        Nanostring Technologies","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4866,Career Advisor,"    Metis","Seattle, WA",NaN,Seattle
4867,"Program and Portfolio Manager, SCHARP","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4868,<b>Data</b> <b>Scientist</b>(Position5),"        Posh Technologies","Redmond, WA",NaN,Seattle
4869,Information Technology Internal Auditor,"        BOEING","Seattle, WA",NaN,Seattle
4870,"<b>Scientist</b>, Process Chemistry","        Seattle Genetics","Bothell, WA 98021",NaN,Seattle
4871,"Principal <b>Scientist</b>, Immuno Oncology","        Celgene","Seattle, WA",NaN,Seattle
4872,RESEARCH CONSULTANT,"        University of Washington Medical Center","Seattle, WA",NaN,Seattle
4873,Account Manager,"        Nokia","Redmond, WA",NaN,Seattle
4874,Senior Sofware Engineer,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4875,Software Development Manager (Big <b>Data</b>),"    Placed","Seattle, WA",NaN,Seattle
4876,"<b>Scientist</b> II, Diagnostic Product Development","        Nanostring Technologies","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4877,Industrial Hygienist,"        BOEING","Everett, WA 98204 <span style=""font-size: smaller"">(Holly area)</span>",NaN,Seattle
4878,Senior Sofware Engineer,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4879,Senior Web Engineer,"        The Climate Corporation","Seattle, WA",NaN,Seattle
4880,Biomechanics Research <b>Scientist</b>,"        Brooks Sports, Inc.","Seattle, WA",NaN,Seattle
4881,Head of Design and UX,"        Capital One","Seattle, WA",NaN,Seattle
4882,SOFTWARE ENGINEER,"        University of Washington","Seattle, WA",NaN,Seattle
4883,SOFTWARE ENGINEER,"        University of Washington Medical Center","Seattle, WA",NaN,Seattle
4884,Senior Software Engineer - Machine Learning,"    Amplero","Seattle, WA",NaN,Seattle
4885,<b>Scientist</b> I,"        Allen Institute","Seattle, WA 98103 <span style=""font-size: smaller"">(Green Lake - Wallingford area)</span>",NaN,Seattle
4886,WORKFORCE MANAGEMENT SYSTEMS MANAGER - TEMPORARY,"        University of Washington Medical Center","Seattle, WA",NaN,Seattle
4887,Senior Product Marketing Manager,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4888,Senior Software Engineer - Machine Learning,"    Amplero","Seattle, WA",NaN,Seattle
4889,Head of Design and UX,"        Capital One","Seattle, WA",NaN,Seattle
4890,Sr. Software Engineer - Ad Tech,"        Coupang","Seattle, WA",NaN,Seattle
4891,SOFTWARE ENGINEER,"        University of Washington","Seattle, WA",NaN,Seattle
4892,SOFTWARE ENGINEER,"        University of Washington Medical Center","Seattle, WA",NaN,Seattle
4893,Software Design Engineer - Front End,"    rgen","Redmond, WA",NaN,Seattle
4894,Sr. Software Engineer - Ad Tech,"        Coupang","Seattle, WA",NaN,Seattle
4895,<b>Data</b> <b>Scientist</b>,"        VDart Inc","Redmond, WA",NaN,Seattle
4896,"Postdoctoral Research <b>Scientist</b>, Computer Vision and Machine...","        Facebook","Redmond, WA",NaN,Seattle
4897,Sr. PM - eBay Partner Network,"        eBay Inc.","Bellevue, WA",NaN,Seattle
4898,Information Technology Internal Auditor,"        BOEING","Seattle, WA",NaN,Seattle
4899,SERVICE DESK ANALYST,"        University of Washington Medical Center","Seattle, WA","$3,635 - $4,888 a month",Seattle
4900,Copywriter,"        Wunderman","Seattle, WA",NaN,Seattle
4901,RESEARCH CONSULTANT,"        University of Washington","Seattle, WA",NaN,Seattle
4902,"Principal <b>Scientist</b>, Immuno Oncology - Translational Develop...","        Celgene Corporation","Seattle, WA 98101 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
4903,Experienced Mobile &amp; IoT Developer,"        BOEING","Renton, WA",NaN,Seattle
4904,Manufacturing Engineer (660362),"        Ball Aerospace","Kent, WA",NaN,Seattle
4905,"C# / Machine Learning (US Citizen, Green Card Holder, H4-EAD...","    Sonsoft Inc","Redmond, WA",NaN,Seattle
4906,Senior Computer <b>Scientist</b> - Creative Cloud Services,"        Adobe","Seattle, WA",NaN,Seattle
4907,"Research Intern, Machine Perception","    Oculus VR","Redmond, WA",NaN,Seattle
4908,EPIC CLINICAL APPLICATION ANALYST II,"        University of Washington","Seattle, WA",NaN,Seattle
4909,"Research <b>Scientist</b> - Outcomes Research â€“ Seattle, WA","        Evidera","Seattle, WA",NaN,Seattle
4910,Sr. Global Device Manager,"    All-In Analytics","Seattle, WA","$150,000 - $175,000 a year",Seattle
4911,Software Engineer III,"        Allen Institute","Seattle, WA 98103 <span style=""font-size: smaller"">(Green Lake - Wallingford area)</span>",NaN,Seattle
4912,<b>Data</b> <b>Scientist</b>,"    Klein Hersh International","Seattle, WA",NaN,Seattle
4913,CIS INSTRUCTIONAL DESIGNER,"        University of Washington Medical Center","Seattle, WA",NaN,Seattle
4914,Senior Product Marketing Manager,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4915,Customer Success Manager - Rockies,"    Socrata","Seattle, WA",NaN,Seattle
4916,CIS INSTRUCTIONAL DESIGNER,"        University of Washington","Seattle, WA",NaN,Seattle
4917,WORKFORCE MANAGEMENT SYSTEMS MANAGER - TEMPORARY,"        University of Washington Medical Center","Seattle, WA",NaN,Seattle
4918,SECRETARY SUPERVISOR,"        Washington State Patrol","Snohomish, WA","$2,792 - $3,627 a month",Seattle
4919,"Research Technician II, Morphometric Image Analysis","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4920,Marketing Communications Manager,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4921,"Director, <b>Data</b> <b>Scientist</b>","        KPMG","Seattle, WA 98104 <span style=""font-size: smaller"">(First Hill area)</span>",NaN,Seattle
4922,Animal Technician III,"        Center for Infectious Disease Research","Seattle, WA",NaN,Seattle
4923,PATIENT FINANCIAL SERVICES SPECIALIST 2,"        University of Washington Medical Center","Seattle, WA","$2,623 - $3,644 a month",Seattle
4924,UI/UX Designer,"    Glowforge","Seattle, WA 98134 <span style=""font-size: smaller"">(Industrial District area)</span>",NaN,Seattle
4925,Software Engineer,"        eBay Inc.","Bellevue, WA",NaN,Seattle
4926,Product Manager,"    Socrata","Seattle, WA",NaN,Seattle
4927,R&amp;D <b>Scientist</b> - Electron Beam,"    Modern Electron","Bellevue, WA 98007 <span style=""font-size: smaller"">(Lake Hills area)</span>",NaN,Seattle
4928,"Postdoctoral Research <b>Scientist</b>, Machine Learning &amp; Signal P...","    Oculus VR","Redmond, WA",NaN,Seattle
4929,IT Recruiter,"        Vaco","Seattle, WA",NaN,Seattle
4930,Information Architect Job,"        Hasbro","Renton, WA",NaN,Seattle
4931,Product Marketing Manager,"    Socrata","Seattle, WA",NaN,Seattle
4932,Software Development Manager - Reporting &amp; Analysis,"        Qualtrics","Seattle, WA",NaN,Seattle
4933,Senior UX Strategist,"        Smashing Ideas","Seattle, WA 98121 <span style=""font-size: smaller"">(Belltown area)</span>",NaN,Seattle
4934,"Post-Doctoral Research Fellow, Biostatistics","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4935,Information Architect,"        Wizards Of The Coast","Renton, WA 98057",NaN,Seattle
4936,<b>Data</b> <b>Scientist</b> (Natural Language Processing),"        Conduent","Redmond, WA",NaN,Seattle
4937,<b>Data</b> <b>Scientist</b> Local to Seattle,"    Zen3","Redmond, WA 98052",NaN,Seattle
4938,Machine Repair Mechanic A,"        BOEING","Auburn, WA",NaN,Seattle
4939,FISCAL SPECIALIST 1 - FIXED DURATION,"        University of Washington Medical Center","Seattle, WA","$2,940 - $3,917 a month",Seattle
4940,Senior Oracle CPQ Architect/Developer,"        CDK Global","Seattle, WA",NaN,Seattle
4941,"C# / Machine Learning (US Citizen, Green Card Holder, H4-EAD...","    Sonsoft Inc","Redmond, WA",NaN,Seattle
4942,Principal UX Designer,"        Capital One","Seattle, WA",NaN,Seattle
4943,Sr. Big <b>Data</b> Developer,"    Third Eye <b>Data</b> Analytics","Seattle, WA",NaN,Seattle
4944,R&amp;D <b>Scientist</b> - Electron Beam,"    Modern Electron","Bellevue, WA 98007 <span style=""font-size: smaller"">(Lake Hills area)</span>",NaN,Seattle
4945,"Digital Product Manager, Capital One Investing","        Capital One","Seattle, WA",NaN,Seattle
4946,HRIS MANAGER - TEMPORARY OPPORTUNITY,"        University of Washington","Seattle, WA",NaN,Seattle
4947,MEDICAL LABORATORY <b>SCIENTIST</b>-TRAINEE OR 1,"        University of Washington Medical Center","Seattle, WA","$4,495 - $6,626 a month",Seattle
4948,Foundation Relations Manager for Institutional Giving,"        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4949,<b>Data</b> <b>Scientist</b> (Natural Language Processing),"        Conduent","Redmond, WA",NaN,Seattle
4950,Director Research Finance - Clinical Research Center Admin,"        Swedish Medical Center - Seattle, WA","Seattle, WA 98194 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
4951,Electrical Engineer Technician,"    Novuson Surgical, Inc","Bothell, WA",NaN,Seattle
4952,MEDICAL LABORATORY <b>SCIENTIST</b> 1,"        University of Washington","Seattle, WA","$4,319 - $6,371 a month",Seattle
4953,<b>Data</b> <b>Scientist</b> Local to Seattle,"    Zen3","Redmond, WA 98052",NaN,Seattle
4954,Product Manager,"        KellyMitchell","Bellevue, WA",NaN,Seattle
4955,HVTN Clinical Trials Physician/Protocol Team Leader,"        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4956,Principal Software Development Engineer,"        Apptio","Bellevue, WA",NaN,Seattle
4957,Regional Sales Director â€“ Pharma/Biotech/Industrial,"        VWR","Seattle, WA",NaN,Seattle
4958,"Senior Digital Product Manager, Capital One Investing","        Capital One","Seattle, WA",NaN,Seattle
4959,Software Design Engineer 3,"    SM Diversity","Seattle, WA",NaN,Seattle
4960,Sr. Software Engineer - Retail Systems,"        Coupang","Seattle, WA",NaN,Seattle
4961,<b>Data</b> <b>Scientist</b> - Forecasting,"        Tata Consultancy Services","Redmond, WA 98052",NaN,Seattle
4962,<b>Data</b> <b>Scientist</b>,"    Idexcel Technologies","Bellevue, WA",NaN,Seattle
4963,<b>Data</b> <b>Scientist</b> â€“ Predictive/Statistical,"        Tata Consultancy Services","Redmond, WA 98052",NaN,Seattle
4964,MEDICAL LABORATORY <b>SCIENTIST</b> 1,"        University of Washington Medical Center","Seattle, WA","$4,319 - $6,371 a month",Seattle
4965,Principal <b>Data</b> <b>Scientist</b> (Analysis &amp; Experimentation),"        Microsoft","Bellevue, WA",NaN,Seattle
4966,Senior <b>Data</b> and Applied <b>Scientist</b>,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4967,"Research <b>Scientist</b> II, Deal Quality and Personalized Shoppin...","    Woot, Inc.","Seattle, WA",NaN,Seattle
4968,Scientific Instrument Maker,"        Volt Workforce Solutions","Bellevue, WA",NaN,Seattle
4969,Product Marketing Manager,"        Indeed","Seattle, WA 98104 <span style=""font-size: smaller"">(First Hill area)</span>",NaN,Seattle
4970,Senior Software Engineer/Full Stack Developer,"        Oracle","Seattle, WA",NaN,Seattle
4971,Product Marketer V (Digital - SEO / Social Media),"        CDK Global","Seattle, WA",NaN,Seattle
4972,TEMP - <b>Data</b> <b>Scientist</b>,"        Avalara","Seattle, WA",NaN,Seattle
4973,MEDICAL LABORATORY <b>SCIENTIST</b> 1 OR TRAINEE,"        University of Washington","Seattle, WA","$4,319 - $6,371 a month",Seattle
4974,"Clinical Assistant II, Seattle Vaccine Trials Unit","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4975,Web Designer Associate,"        CDK Global","Seattle, WA",NaN,Seattle
4976,FORMS AND RECORDS ANALYST 1,"        State of Washington","Bremerton, WA","$2,544 - $3,287 a month",Seattle
4977,Senior Applied <b>Data</b> <b>Scientist</b>,"        Microsoft","Bellevue, WA",NaN,Seattle
4978,"Lab, High Temperature- Test Engineer","        Superior Group","Bellevue, WA",NaN,Seattle
4979,Senior <b>Data</b> <b>Scientist</b> â€“ Supply Chain <b>Data</b> Science Team,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4980,Landscape Architectural Coordinator,"        HDR","Seattle, WA",NaN,Seattle
4981,"Senior <b>Data</b> <b>Scientist</b> - Seattle, WA","        Kaplan","Seattle, WA 98104 <span style=""font-size: smaller"">(First Hill area)</span>",NaN,Seattle
4982,Digital Software Project Manager,"    Smart Caliber Technology","Redmond, WA 98052",NaN,Seattle
4983,Employee Services Representative,"        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4984,Senior Applied <b>Data</b> <b>Scientist</b>,"        Microsoft","Bellevue, WA",NaN,Seattle
4985,"Clinical Assistant II, Seattle Vaccine Trials Unit","        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4986,Web Designer Associate,"        CDK Global","Seattle, WA",NaN,Seattle
4987,Animal Technician,"    Apex Life Sciences","Seattle, WA 98127 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
4988,Senior <b>Data</b> <b>Scientist</b> â€“ Supply Chain <b>Data</b> Science Team,"        Microsoft","Redmond, WA 98052",NaN,Seattle
4989,Landscape Architectural Coordinator,"        HDR","Seattle, WA",NaN,Seattle
4990,"Senior <b>Data</b> <b>Scientist</b> - Seattle, WA","        Kaplan","Seattle, WA 98104 <span style=""font-size: smaller"">(First Hill area)</span>",NaN,Seattle
4991,Employee Services Representative,"        Fred Hutchinson Cancer Research Center","Seattle, WA 98109 <span style=""font-size: smaller"">(Westlake area)</span>",NaN,Seattle
4992,Research Associate II - Human Cell Types,"        Allen Institute","Seattle, WA 98103 <span style=""font-size: smaller"">(Green Lake - Wallingford area)</span>",NaN,Seattle
4993,"Sr. Software Development Engineer, AWS ML","        Amazon Corporate LLC","Seattle, WA",NaN,Seattle
4994,Senior <b>Data</b> <b>Scientist</b>,"        Salesforce","Bellevue, WA 98006 <span style=""font-size: smaller"">(Somerset area)</span>",NaN,Seattle
4995,"<b>Data</b> <b>Scientist</b>, Growth (B)","        Postmates","Bellevue, WA",NaN,Seattle
4996,Senior <b>Data</b> <b>Scientist</b>,"        POP","Seattle, WA 98119 <span style=""font-size: smaller"">(Queen Anne area)</span>",NaN,Seattle
4997,QC <b>Scientist</b>,"        CMC Biologics","Bothell, WA",NaN,Seattle
4998,<b>Data</b> <b>Scientist</b> (B),"        Postmates","Bellevue, WA",NaN,Seattle
4999,"PHYSICIAN LIAISON, AIRLIFT NORTHWEST (ALNW)","        University of Washington","Seattle, WA",NaN,Seattle
5000,"PHYSICIAN LIAISON, AIRLIFT NORTHWEST (ALNW)","        University of Washington Medical Center","Seattle, WA",NaN,Seattle
5001,"IT WINDOWS SYSTEMS ADMINISTRATOR, UWMED FINANCE","        University of Washington Medical Center","Seattle, WA",NaN,Seattle
5002,Senior <b>Data</b> <b>Scientist</b>,"        POP","Seattle, WA 98119 <span style=""font-size: smaller"">(Queen Anne area)</span>",NaN,Seattle
5003,"IT WINDOWS SYSTEMS ADMINISTRATOR, UWMED FINANCE","        University of Washington Medical Center","Seattle, WA",NaN,Seattle
5004,Senior <b>Data</b> <b>Scientist</b>,"        Nordstrom","Seattle, WA",NaN,Seattle
5005,CONTACT CENTER REPRESENTATIVE 1,"        University of Washington Medical Center","Seattle, WA","$3,077 - $4,113 a month",Seattle
5006,Study Coordinator - Safety Assessment,"        SNBL USA, Ltd.","Everett, WA 98203 <span style=""font-size: smaller"">(View Ridge-Madison area)</span>",NaN,Seattle
5007,Senior/Principal <b>Data</b> <b>Scientist</b>,"        Microsoft","Redmond, WA 98052",NaN,Seattle
5008,RECORDS CENTER SPECIALIST,"        University of Washington Medical Center","Seattle, WA","$3,007 - $4,008 a month",Seattle
5009,Senior <b>Data</b> <b>Scientist</b>,"        Zillow","Seattle, WA 98101 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Seattle
5010,Environmental Specialist,"        Ecology and Environment, Inc.","Seattle, WA 98104 <span style=""font-size: smaller"">(First Hill area)</span>",NaN,Seattle
5011,Senior <b>Data</b> <b>Scientist</b>,"        Civitas Learning","Austin, TX 78703",NaN,Austin
5012,Engineering <b>Scientist</b> - R and D Acoustics Engineering Scient...,"        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
5013,Machine Learning and Computational Engineering Researcher,"        ARM","Austin, TX",NaN,Austin
5014,Research Engineering/ <b>Scientist</b> Associate III (Exempt),"        University of Texas at Austin","Austin, TX","$4,166 a month",Austin
5015,<b>Data</b> Architect â€“ London based,"        Zilliant","Austin, TX 78704 <span style=""font-size: smaller"">(South Lamar-South Congress area)</span>",NaN,Austin
5016,<b>Data</b> Architect,"        CCC Information Services Inc.","Austin, TX",NaN,Austin
5017,Senior Research <b>Scientist</b> (Principal Investigator level),"    Gibson - An Education Consulting &amp; Research Group","Austin, TX 78746","$110,000 - $150,000 a year",Austin
5018,Machine Learning Software Engineer,"    Graftek Imaging","Austin, TX 78757 <span style=""font-size: smaller"">(Crestview area)</span>",NaN,Austin
5019,Principal Financial Analyst - Programming &amp; <b>Data</b> Analysis,"        RetailMeNot, Inc.","Austin, TX",NaN,Austin
5020,Research Analyst - Media,"        Spectrum","Austin, TX",NaN,Austin
5021,"Developer/Analyst I, Computational Biology","        Asuragen","Austin, TX",NaN,Austin
5022,Associate Research <b>Scientist</b>,"        Pearson","Austin, TX",NaN,Austin
5023,Business Analytics Developer,"        Dell","Austin, TX 73301 <span style=""font-size: smaller"">(St Edwards area)</span>",NaN,Austin
5024,<b>Data</b> Engineer,"        General Electric","Austin, TX 73344",NaN,Austin
5025,Chief <b>Data</b> Architect,"    Unizin","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
5026,Senior <b>Data</b> <b>Scientist</b>,"    Tiger Analytics","Austin, TX",NaN,Austin
5027,Statistical Programmer,"    ResearchPoint Global","Austin, TX 78735",NaN,Austin
5028,Research Engineering/ <b>Scientist</b> Assistant,"        University of Texas at Austin","Austin, TX","$2,813 a month",Austin
5029,Research Engineering/ <b>Scientist</b> Assistant,"        University of Texas at Austin","Austin, TX","$2,813 a month",Austin
5030,Engineering <b>Scientist</b> Associate - R and D Software Developer,"        University of Texas at Austin","Austin, TX","$5,400 - $6,500 a month",Austin
5031,Senior Statistical Analyst,"        Health &amp; Human Services Comm","Austin, TX","$5,259 - $6,941 a month",Austin
5032,Research Analyst,"        Objectwin Technology Inc","Austin, TX",NaN,Austin
5033,Engineering <b>Scientist</b> - GPS <b>Data</b> Analyst,"        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
5034,Sr Hadoop Developer,"        HomeAway","Austin, TX",NaN,Austin
5035,Machine Learning Intern (Summer 2017),"        Rocket Software","Austin, TX",NaN,Austin
5036,Senior <b>Data</b> <b>Scientist</b>,"    SparkCognition","Austin, TX",NaN,Austin
5037,IT Applications Manager â€“ Master <b>Data</b> Management,"        National Instruments","Austin, TX",NaN,Austin
5038,Machine Learning Intern (Summer 2017),"        Rocket Software","Austin, TX",NaN,Austin
5039,<b>Data</b> Science Manager,"        Indeed","Austin, TX 78731",NaN,Austin
5040,Director of Analytics,"        DentaQuest","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
5041,Machine Learning Algorithm Developer Engineer,"    ThisWay","Austin, TX",NaN,Austin
5042,Lead Molecular Technologist,"        Clinical Pathology Laboratories","Austin, TX",NaN,Austin
5043,Security Research Analyst,"        Arbor","Austin, TX",NaN,Austin
5044,"Accelerator <b>Scientist</b>, SVP","        State Street","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
5045,Lead Optical Engineer,"        Magic Leap, Inc.","Austin, TX",NaN,Austin
5046,"C++ Sr. Software Engineer, Numerical Computing <b>Scientist</b>- Au...","        Nanometrics Incorporated","Austin, TX",NaN,Austin
5047,Engineering <b>Scientist</b> Associate - Software Design Engineerin...,"        University of Texas at Austin","Austin, TX","$5,400 - $6,500 a month",Austin
5048,Software Engineer,"    SparkCognition","Austin, TX",NaN,Austin
5049,Experienced Clinical LC-MS/MS Operator,"        Genotox Laboratories","Austin, TX 78744",NaN,Austin
5050,Customer Care Tier 1 Specialist,"        Natera","Austin, TX 78731",NaN,Austin
5051,<b>Data</b> <b>Scientist</b> II - (B2),"        Applied Materials Inc.","Austin, TX",NaN,Austin
5052,"SW Development Engineer (C++, machine learning)","        Mentor Graphics","Austin, TX",NaN,Austin
5053,Senior Diffractive Optics Engineer,"        Magic Leap, Inc.","Austin, TX",NaN,Austin
5054,R&amp;D Process Engineering Technician,"        Magic Leap, Inc.","Austin, TX",NaN,Austin
5055,Billing Reimbursement Specialist III,"        Natera","Austin, TX 78731",NaN,Austin
5056,Postdoctoral Fellow,"        University of Texas at Austin","Austin, TX","$4,000 a month",Austin
5057,"3M HIS Specialist, Algorithm <b>Data</b> Engineers (Multiple Locati...","        3M","Austin, TX 78753 <span style=""font-size: smaller"">(Windsor Hills area)</span>",NaN,Austin
5058,Permitting Specialist,"    JE Compliance","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>","$40,000 - $47,000 a year",Austin
5059,Senior Economist,"        HomeAway","Austin, TX",NaN,Austin
5060,Analytics Portfolio Marketing Leader,"        IBM","Austin, TX",NaN,Austin
5061,Site Inventory Team Lead,"        VWR","Austin, TX",NaN,Austin
5062,Machine Learning and Computational Engineering Researcher,"    ARM Ltd.","Austin, TX",NaN,Austin
5063,<b>Data</b> <b>Scientist</b>,"    Vectra Networks","Austin, TX",NaN,Austin
5064,Bioinformatics Specialist-Metagenomics/Proteomics,"        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>","$90,000 a year",Austin
5065,Senior Microsoft BI Developer,"        Microsemi","Austin, TX 78744",NaN,Austin
5066,"Software Engineer (Austin, TX)","        Nanometrics Incorporated","Austin, TX",NaN,Austin
5067,Associate Product Manager,"    Accruent, Inc.","Austin, TX",NaN,Austin
5068,Lead <b>Data</b> Science Immersive Instructor,"        General Assembly","Austin, TX",NaN,Austin
5069,Operations Research <b>Scientist</b>,"        General Electric","Austin, TX 73344",NaN,Austin
5070,Summer - Strategic Research Analyst - Strategic Planning,"        Texas Department of Transportation","Austin, TX",$11.75 - $16.00 an hour,Austin
5071,Big <b>Data</b>/Analytics Architect,"        Acxiom","Austin, TX",NaN,Austin
5072,Paid Search Account Manager (eComm expert),"    Effective Spend","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
5073,Consumer Research Analyst,"        Keller Williams","Austin, TX 78746",NaN,Austin
5074,<b>Data</b> Management Specialist,"    Bestica","Austin, TX",NaN,Austin
5075,<b>Data</b> <b>Scientist</b>,"    MAP Health Management, LLC","Austin, TX",NaN,Austin
5076,Senior Machine Learning Developer,"    TrendKite","Austin, TX",NaN,Austin
5077,Content Engineering - Client Services Lead &amp; Trainer,"    Simple [A]","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
5078,Software Developer Internship,"    Ticom","Austin, TX",NaN,Austin
5079,Staff <b>Scientist</b>,"    Bioo Scientific Corp.","Austin, TX 78744",NaN,Austin
5080,<b>Data</b> <b>Scientist</b>,"        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
